Age,Gender,City,Position ,Total years of experience,Years of experience in Germany,Seniority level,Your main technology / programming language,Other technologies/programming languages you use often,Yearly brutto salary (without bonus and stocks) in EUR,Yearly bonus + stocks in EUR,Annual brutto salary (without bonus and stocks) one year ago. Only answer if staying in the same country,Annual bonus+stocks one year ago. Only answer if staying in same country,Number of vacation days,Employment status,Сontract duration,Main language at work,Company size,Company type,Have you lost your job due to the coronavirus outbreak?,"Have you been forced to have a shorter working week (Kurzarbeit)? If yes, how many hours per week","Have you received additional monetary support from your employer due to Work From Home? If yes, how much in 2020 in EUR"
25.0,male,berlin,Software Development,4.0,1.0,Middle,,"SQL, Go",60000.0,,60000.0,,24,Full-time employee,Unlimited contract,English,11-50,Startup,No,,
42.0,female,berlin,Operations & Support,20.0,1.0,Middle,,"Python, Javascript / Typescript",55000.0,,,,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,
30.0,male,berlin,Management & Leadership,7.0,5.0,Head,,"Python, SQL",150000.0,,,,25,Full-time employee,Unlimited contract,English,1000+,Startup,No,,
40.0,female,munich,Software Development,20.0,7.0,Middle,,SQL,54000.0,,54000.0,,30,Full-time employee,Unlimited contract,German,101-1000,Behörde,No,,
36.0,female,erlangen,Management & Leadership,14.0,2.0,Middle,,Python,62000.0,,36000.0,,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,
37.0,male,berlin,Software Development,8.0,5.0,Junior,,"Java / Scala, AWS, Kubernetes, Docker",60000.0,,,,28,Full-time employee,Unlimited contract,English,51-100,Product,No,,
33.0,male,munich,Software Development,10.0,3.0,Senior,,"AWS, Docker",75000.0,7500,68000.0,6800,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,1500
38.0,male,cologne,Software Development,11.0,5.0,Senior,,"PHP, Javascript / Typescript, Go, AWS, Google Cloud, Kubernetes, Docker",55000.0,,55000.0,,26,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
27.0,male,munich,Software Development,4.0,0.0,Senior,frontend,Javascript / Typescript,60000.0,,,,28,Full-time employee,Unlimited contract,English,51-100,Product,No,,
33.0,male,berlin,Software Development,7.0,7.0,Senior,,"Javascript / Typescript, Java / Scala, SQL",62000.0,67000,52000.0,58000,30,Full-time employee,Unlimited contract,English,1000+,Consulting / Agency,No,0.0,
34.0,male,vienna,Data & AI,12.0,3.0,Senior,,"Python, SQL, AWS, Azure",77500.0,7750,67000.0,,25,Full-time employee,Unlimited contract,English,101-1000,Consulting / Agency,No,,
36.0,female,munich,Software Development,5.0,1.0,Middle,,"Javascript / Typescript, Docker",60000.0,5000,,,28,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
42.0,male,berlin,Operations & Support,22.0,4.0,Lead,yaml,"Python, PHP, Javascript / Typescript, SQL, Go, Perl, AWS, Google Cloud, Azure, Kubernetes, Docker",70000.0,,,,24,Full-time employee,Unlimited contract,English,1000+,Startup,No,,
32.0,male,frankfurt,Operations & Support,10.0,2.0,Senior,,"Python, Docker",68500.0,6000,68500.0,70000,25,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
31.0,male,berlin,Software Development,10.0,1.5,Senior,,"Javascript / Typescript, SQL, Google Cloud, Docker",71060.0,101,67500.0,101,28,Full-time employee,Unlimited contract,English,51-100,Startup,No,,200
33.0,female,berlin,Operations & Support,6.0,0.5,Middle,,"Python, Kubernetes",60000.0,,,,28,Full-time employee,Unlimited contract,English,101-1000,Startup,No,,
40.0,male,berlin,Management & Leadership,10.0,7.0,VP,,"Javascript / Typescript, AWS",100000.0,,,,24,Full-time employee,Unlimited contract,English,51-100,Product,No,,
28.0,male,moldova,Software Development,4.0,0.0,Middle,,"Kotlin, Java / Scala",28000.0,,,,,,,English,51-100,Startup,Yes,,
28.0,male,munich,Software Development,6.0,5.0,Senior,,"Javascript / Typescript, Java / Scala, SQL",70000.0,2000,57000.0,1500,30,Full-time employee,Unlimited contract,English,101-1000,Consulting / Agency,No,,
46.0,male,munich,agile coach,4.0,1.5,Senior,,,82000.0,,78000.0,5000,30,Full-time employee,Unlimited contract,English,101-1000,Product,kurzarbeitzeit for 1.5 months,24.0,
31.0,male,berlin,Software Development,9.0,4.0,Senior,,"Python, SQL, AWS, Kubernetes, Docker",90000.0,,80000.0,,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,1000
28.0,male,berlin,Software Development,5.0,1.5,Lead,,,70800.0,,,,28,Full-time employee,Unlimited contract,English,11-50,Consulting / Agency,No,0.0,
29.0,male,berlin,Software Development,8.0,3.0,Middle,,"PHP, Javascript / Typescript, SQL, AWS, Docker",55000.0,,,,24,Full-time employee,Unlimited contract,English,11-50,Startup,No,20.0,
40.0,male,munich,Software Development,25.0,2.0,Lead,,"Swift, Objective-C",85000.0,5000,72000.0,3000,30,Full-time employee,Unlimited contract,English,11-50,Product,No,0.0,
46.0,male,munich,Operations & Support,13.0,13.0,Senior,,SQL,70000.0,8500,70000.0,8500,28,Full-time employee,Unlimited contract,German,101-1000,Product,No,,500
33.0,male,berlin,Software Development,5.0,2.0,Middle,,,66000.0,70000,61000.0,61000,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,0.0,
33.0,male,berlin,Data & AI,10.0,5.0,Middle,,"Python, C/C++, Pytorch",62000.0,,60000.0,,28,Full-time employee,Unlimited contract,English,51-100,Startup,No,20.0,
34.0,male,berlin,Software Development,14.0,4.0,Lead,,"Kotlin, Javascript / Typescript, Java / Scala, AWS, Kubernetes, Docker",95000.0,5000,90000.0,,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,500
36.0,male,berlin,Software Development,18.0,1.0,Senior,,"PHP, AWS, Google Cloud",65000.0,70000,60000.0,60000,26,Full-time employee,Unlimited contract,English,101-1000,Product,No,34.0,
33.0,female,berlin,Operations & Support,8.0,1.5,Senior,,Python,50000.0,,42000.0,,24,Full-time employee,Unlimited contract,English,11-50,Startup,Yes,20.0,
32.0,male,berlin,Software Development,11.0,6.0,Lead,,"Python, Kotlin, Swift, Javascript / Typescript, Java / Scala, SQL, AWS, Google Cloud, Kubernetes, Docker",80000.0,,80000.0,,28,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
46.0,male,berlin,Software Development,14.0,14.0,Senior,,"PHP, Javascript / Typescript, SQL, Google Cloud, Docker",80000.0,,63000.0,,30,Full-time employee,Unlimited contract,English,51-100,Product,Yes,20.0,
30.0,male,munich,Software Development,8.0,1.0,Senior,,"Kotlin, Java / Scala",66000.0,,,,30,Full-time employee,Unlimited contract,English,1000+,Product,No,0.0,
36.0,male,rosenheim,Management & Leadership,12.0,0.5,Manager,,"R, SQL, AWS, Azure, Docker",89200.0,17800,,,,Full-time employee,Unlimited contract,English,1000+,Construction,No,,
35.0,male,berlin,Management & Leadership,10.0,5.0,Senior,,"PHP, Javascript / Typescript",90000.0,10000,,,,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
47.0,male,munich,Operations & Support,20.0,1.0,Senior,,"PHP, SQL, AWS, Azure, Kubernetes, Docker",75000.0,,,,30,Full-time employee,Unlimited contract,,1000+,Product,No,,
31.0,male,berlin,Data & AI,10.0,5.0,Lead,,"Kubernetes, Docker",115000.0,70000,115000.0,60000,28,Full-time employee,Unlimited contract,English,1000+,Product,No,,100
46.0,male,munich,scrum master,12.0,8.0,Senior,agile,"C/C++, PHP, .NET, SQL",85000.0,10000,88000.0,10000,30,Full-time employee,Unlimited contract,German,1000+,Product,No,38.0,
26.0,male,berlin,Software Development,6.0,2.0,Senior,,"Kotlin, Java / Scala",70000.0,,65000.0,,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
31.0,male,mannheim,Software Development,10.0,3.0,Senior,c,"Python, C/C++",45000.0,,,,30,Full-time employee,Temporary contract,English,11-50,Product,Yes,,
31.0,male,munich,Software Development,12.0,1.5,Lead,,"Javascript / Typescript, Docker",85000.0,3000,75000.0,,29,Full-time employee,Unlimited contract,English,11-50,Startup,No,,
30.0,female,berlin,Operations & Support,5.0,3.0,Middle,,"Python, Kubernetes, Docker, Ansible",50000.0,4000,50000.0,4000,30,Full-time employee,Unlimited contract,German,101-1000,Product,No,,
35.0,male,munich,Software Development,13.0,4.0,Lead,pegasystems,"C/C++, Javascript / Typescript, Java / Scala, SQL, Docker",140000.0,6000,132000.0,2000,28,Full-time employee,Unlimited contract,English,51-100,Consulting / Agency,No,,
33.0,male,berlin,Software Development,12.0,5.0,Senior,,"PHP, Javascript / Typescript, SQL, Docker",120000.0,,65000.0,,28,Self-employed (freelancer),Temporary contract,English,101-1000,Product,No,,
36.0,male,berlin,Software Development,7.0,5.0,Middle,,"Python, C/C++, .NET, Java / Scala",42000.0,,42000.0,,25,Full-time employee,Unlimited contract,English and German,up to 10,Product,No,32.0,
36.0,male,munich,Software Development,12.0,5.0,Lead,cloud,"Kotlin, Java / Scala, AWS, Kubernetes, Docker",105000.0,25000,105000.0,25000,28,Full-time employee,Unlimited contract,English,1000+,Product,No,0.0,
40.0,male,munich,Software Development,13.0,1.0,Senior,,".NET, Azure",77000.0,101,,,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,
38.0,male,frankfurt,Operations & Support,6.0,2.0,Work Center Manager,dc,,68000.0,12000,65000.0,77000,30,Full-time employee,Unlimited contract,English,1000+,Product,No,0.0,
35.0,female,berlin,Software Development,15.0,6.0,Senior,,.NET,76000.0,,,,30,Full-time employee,Unlimited contract,German,1000+,Product,No,24.0,
32.0,male,munich,Software Development,9.0,2.0,Senior,,"Javascript / Typescript, Kubernetes, Docker, Angular",70000.0,4000,68000.0,3000,26,Full-time employee,Unlimited contract,English,11-50,Product,No,,
29.0,male,berlin,Software Development,8.0,2.0,Senior,,"Python, Javascript / Typescript, Go",70000.0,5000,70000.0,5000,30,Full-time employee,Unlimited contract,English,1000+,Product,No,32.0,
30.0,male,rosenheim,Software Development,9.0,5.0,Middle,,"Javascript / Typescript, SQL",63000.0,,57600.0,,30,Full-time employee,Unlimited contract,German,101-1000,Product,No,,
35.0,male,berlin,Data & AI,10.0,2.0,Lead,,"Java / Scala, SQL, AWS, Kubernetes, Docker",96000.0,4000,80000.0,,30,Full-time employee,Unlimited contract,English,11-50,Product,No,,
29.0,male,berlin,Software Development,7.0,5.0,Senior,,Javascript / Typescript,64000.0,,60000.0,,30,Full-time employee,Unlimited contract,English,101-1000,Startup,No,,
32.0,female,berlin,Management & Leadership,10.0,,Senior,,,60000.0,6000,54000.0,5400,30,Full-time employee,Unlimited contract,English,51-100,Consulting / Agency,No,0.0,
30.0,female,munich,Software Development,10.0,3.5,Senior,,"Kotlin, Javascript / Typescript",65000.0,5000,65000.0,5000,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,
25.0,male,berlin,Software Development,6.0,1.0,Middle,,,61500.0,26000,,,28,Full-time employee,Unlimited contract,English,1000+,Big commercial,No,,
43.0,male,berlin,Software Development,20.0,4.0,Senior,,"SQL, AWS, Docker",79000.0,,80000.0,,27,Full-time employee,Unlimited contract,English,1000+,Product,No,,500
38.0,male,berlin,Software Development,16.0,1.0,Senior,,"Python, Javascript / Typescript, Java / Scala, SQL, AWS, Kubernetes, Docker",65000.0,,65000.0,,26,Full-time employee,Unlimited contract,English,1000+,Product,No,,
26.0,male,berlin,Software Development,5.0,2.0,Middle,,"Java / Scala, SQL, Google Cloud, Docker",63000.0,10300,56500.0,,28,Full-time employee,Unlimited contract,English,101-1000,Product,No,,850
25.0,female,munich,Management & Leadership,3.0,0.5,Middle,,,62000.0,,,,30,Full-time employee,Unlimited contract,English,1000+,Product,No,0.0,
34.0,male,munich,Software Development,12.0,5.0,Lead,,"Python, Javascript / Typescript, SQL, AWS, Docker",95000.0,,85000.0,10000,30,Full-time employee,Unlimited contract,English,11-50,Product,No,,1500
34.0,male,munich,Other Roles,11.0,1.0,Senior,,,60000.0,,,,28,Full-time employee,Unlimited contract,English,11-50,Startup,No,,
27.0,male,berlin,Software Development,5.0,1.0,Middle,,"AWS, Docker",65000.0,,,,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,
30.0,male,berlin,Software Development,3.0,2.0,Senior,,"Kotlin, .NET, Java / Scala, Dart",58000.0,,52000.0,,28,Full-time employee,Unlimited contract,English,11-50,Startup,No,0.0,
34.0,male,berlin,Data & AI,5.0,5.0,Middle,,"C/C++, SQL, AWS, Docker",65000.0,5000,60000.0,2000,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
36.0,female,berlin,Operations & Support,14.0,7.0,Lead,,Kotlin,69000.0,6900,63000.0,6300,30,Full-time employee,Unlimited contract,English,11-50,Product,No,,
27.0,male,berlin,Software Development,5.0,1.0,Middle,,"AWS, Docker",65000.0,,,,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,
45.0,male,berlin,Software Development,10.0,4.0,Lead,,"Swift, Javascript / Typescript, Java / Scala, Google Cloud",77000.0,2000,66000.0,2000,28,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
35.0,male,berlin,Software Development,6.0,2.0,Senior,,"Python, Javascript / Typescript, Java / Scala, SQL, AWS, Docker",74000.0,2000,,,30,Full-time employee,Unlimited contract,English,51-100,Product,No,32.0,
36.0,male,berlin,Management & Leadership,7.0,1.0,Lead,,"Kotlin, Swift, Go, AWS, Kubernetes, Docker",80000.0,95000,,,26,Full-time employee,Unlimited contract,English,1000+,Product,No,,1600
32.0,male,stuttgart,Operations & Support,9.0,9.0,Senior,,"R, SQL, Perl, Docker",60000.0,4700,67000.0,5000,30,Full-time employee,Unlimited contract,German,1000+,Consulting / Agency,No,40.0,50
33.0,male,boeblingen,Operations & Support,14.0,4.0,Senior,golang,"Python, Javascript / Typescript, SQL, Go, Perl, Google Cloud, Kubernetes, Docker",70000.0,,,,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
30.0,male,berlin,Software Development,10.0,2.0,Middle,,"Kotlin, Java / Scala, SQL, AWS, Docker",56000.0,,,,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,
35.0,male,berlin,Software Development,15.0,4.0,Senior,,"PHP, Javascript / Typescript, Perl, AWS, Kubernetes, Docker",70000.0,,,,28,Full-time employee,Unlimited contract,English,51-100,Startup,Yes,,
24.0,male,boeblingen,Software Development,0.8,0.8,Junior,,C/C++,48000.0,101,48000.0,101,30,Full-time employee,Unlimited contract,English,11-50,Product,No,40.0,250
25.0,male,stuttgart,Software Development,4.0,2.0,Middle,,"Javascript / Typescript, .NET",60000.0,,50000.0,,30,Full-time employee,Unlimited contract,German,101-1000,Consulting / Agency,No,,
29.0,male,berlin,Software Development,8.0,4.0,Senior,,"Kotlin, Javascript / Typescript, Dart",65000.0,,52000.0,,26,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
32.0,male,berlin,Management & Leadership,10.0,3.0,Lead,devops,"Python, AWS, Azure, Kubernetes, Docker",100000.0,,,,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,
32.0,male,dusseldorf,Software Development,11.0,7.0,Senior,,"Javascript / Typescript, Java / Scala, Go",60000.0,62000,47000.0,49000,30,Full-time employee,Unlimited contract,English,1000+,Consulting / Agency,No,,
24.0,male,munich,Software Development,3.0,2.0,Middle,,"Swift, Javascript / Typescript, Go, AWS, Kubernetes, Docker",58000.0,18000,,,28,Full-time employee,Unlimited contract,English,1000+,Consulting / Agency,No,,
24.0,female,stuttgart,Software Development,2.0,1.0,Middle,,"Swift, Flutter",55200.0,2000,,,30,Full-time employee,Unlimited contract,English,11-50,Consulting / Agency,No,20.0,
56.0,male,ingolstadt,Software Development,9.0,9.0,Senior,r,"R, SQL",75000.0,,,,30,Full-time employee,Temporary contract,German,1000+,Product,No,,
53.0,male,stuttgart,Software Development,15.0,15.0,Senior,,Javascript / Typescript,50000.0,,,,,Full-time employee,Unlimited contract,German,101-1000,Product,No,0.0,
25.0,male,munich,Data & AI,1.0,1.0,Middle,,"Python, C/C++, Swift, Matlab ",65000.0,2000,,,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,
32.0,male,berlin,Management & Leadership,9.0,5.0,Lead,,"PHP, Javascript / Typescript, .NET, SQL, Google Cloud, Kubernetes, Docker",95000.0,140000,,,365,Full-time employee,Unlimited contract,English,1000+,Product,No,,400
28.0,male,stuttgart,Software Development,8.0,1.0,Senior,,Python,67200.0,,,,30,Full-time employee,Unlimited contract,English,1000+,Outsorce,No,,
32.0,male,berlin,Software Development,,3.0,Senior,,"Javascript / Typescript, Go, AWS, Docker",72000.0,,,,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,400
30.0,male,munich,Software Development,7.0,5.0,Senior,,,100000.0,75000,97000.0,70000,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,
26.0,female,berlin,Software Development,6.0,4.0,Senior,,".NET, SQL, Azure, Docker",65000.0,1000,56000.0,1000,27,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
31.0,female,stuttgart,Data & AI,4.0,2.0,Middle,,"Python, R, Azure",65000.0,73000,62000.0,68000,30,Full-time employee,Unlimited contract,German,1000+,Product,No,35.0,
31.0,male,munich,Software Development,9.0,1.0,Middle,,Java / Scala,92500.0,22500,,,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,
29.0,female,stuttgart,Operations & Support,6.0,2.0,Middle,,,54000.0,,,,26,Full-time employee,Unlimited contract,English,101-1000,Product,No,20.0,
33.0,male,munich,Software Development,15.0,3.0,Lead,,"Javascript / Typescript, Java / Scala, SQL, AWS, Docker",100000.0,10000,98000.0,101,30,Full-time employee,Unlimited contract,English,11-50,Startup,No,,
26.0,male,munich,Data & AI,1.5,1.5,Junior,,"C/C++, PyTorch",58000.0,,55000.0,,30,Full-time employee,Unlimited contract,German,101-1000,Consulting / Agency,No,,
30.0,female,frankfurt,Operations & Support,6.0,4.0,Senior,bash,"Python, Java / Scala, SQL, AWS, Azure",70000.0,2000,70000.0,2000,30,Full-time employee,Unlimited contract,German,1000+,Bank ,No,,
34.0,male,berlin,Software Development,14.0,5.0,Senior,,"Javascript / Typescript, .NET, SQL, AWS, Docker",72000.0,,65000.0,,26,Full-time employee,Unlimited contract,English,101-1000,Product,No,30.0,
37.0,male,berlin,Management & Leadership,12.0,10.0,Head,,"Python, PHP, Javascript / Typescript, SQL, Docker",90000.0,,85000.0,,30,Full-time employee,Unlimited contract,English,11-50,Consulting / Agency,No,,
38.0,male,frankfurt,Management & Leadership,16.0,1.0,Lead,,"Javascript / Typescript, .NET, SQL, AWS, Azure, Kubernetes, Docker",99000.0,112000,,,25,Full-time employee,,English,101-1000,Fintech,No,,
28.0,male,munich,Operations & Support,9.0,3.0,Senior,network,,61200.0,7300,53300.0,6200,30,Full-time employee,Unlimited contract,English,1000+,Automotive,No,,
35.0,male,stuttgart,Operations & Support,14.0,8.0,Senior,,"AWS, Google Cloud",80000.0,5000,53000.0,4000,30,Full-time employee,Unlimited contract,German,1000+,Product,No,0.0,
31.0,male,berlin,Operations & Support,10.0,5.0,Senior,nothing,Python,60000.0,77000,67500.0,,28,Full-time employee,Unlimited contract,English,1000+,Product,No,,
29.0,male,dusseldorf,Data & AI,1.0,1.0,Junior,,,45000.0,2000,,,30,Full-time employee,Unlimited contract,German,1000+,Consulting / Agency,No,,
